,wage,educ,educ_parent,born,state,iq,dist_to_unitown
41858,422.87,13,8,1976-06-02,28,98.0,52
41859,519.99,14,10,1977-10-31,23,108.0,73
41860,1470.82,16,8,1975-04-05,27,118.0,73
41861,256.64,12,8,1978-09-29,39,96.0,82
41862,256.26,13,14,1975-10-14,24,85.0,82
41863,461.51,12,5,1977-10-26,51,95.0,87
41864,521.6,13,6,1983-04-25,29,120.0,91
41865,146.98,11,7,1979-09-22,47,100.0,69
41866,811.7,17,14,1975-09-28,36,124.0,82
41867,345.54,13,5,1981-06-27,36,86.0,76
41868,1128.25,17,5,1976-01-03,6,102.0,80
41869,794.02,18,10,1982-12-19,4,78.0,88
41870,998.86,12,9,1976-06-23,13,107.0,86
41871,2626.05,19,11,1980-09-06,26,98.0,81
41872,437.75,8,14,1977-12-04,48,104.0,79
41873,117.31,9,6,1979-03-10,34,74.0,75
41874,638.36,14,10,1981-07-15,39,92.0,92
41875,151.68,12,7,1974-01-21,42,111.0,83
41876,1598.84,12,14,1975-10-20,53,103.0,58
41877,148.6,7,11,1983-04-11,39,103.0,76
41878,770.02,19,8,1978-04-15,6,114.0,74
41879,316.23,10,10,1983-05-23,19,114.0,62
41880,3185.31,26,17,1981-12-21,48,91.0,80
41881,429.81,10,5,1976-01-03,6,107.0,84
41882,418.72,8,5,1977-04-12,31,93.0,96
41883,1634.64,17,11,1979-10-05,19,97.0,88
41884,1264.1,19,7,1979-11-18,25,119.0,95
41885,873.62,15,9,1981-06-05,42,95.0,92
41886,703.51,17,14,1977-11-05,42,111.0,75
41887,763.18,13,9,1982-12-08,26,100.0,74
41888,1186.21,18,5,1980-06-23,18,112.0,82
41889,739.79,14,12,1977-07-11,26,105.0,81
41890,335.72,13,11,1976-02-13,41,103.0,77
41891,883.31,21,14,1978-09-19,42,96.0,76
41892,415.51,12,12,1977-04-03,6,127.0,83
41893,956.45,16,8,1978-11-21,48,116.0,76
41894,249.66,10,8,1976-01-25,6,73.0,80
41895,524.55,10,11,1980-07-16,51,114.0,97
41896,1320.62,15,14,1980-03-23,42,116.0,78
41897,111.02,11,10,1974-04-26,6,84.0,83
41898,230.5,8,9,1978-08-28,32,71.0,80
41899,2047.22,17,9,1981-08-15,28,82.0,75
41900,221.34,10,8,1976-10-29,13,93.0,69
41901,1187.83,14,9,1979-11-13,55,106.0,77
41902,271.08,6,9,1976-06-12,9,66.0,89
41903,340.23,12,13,1983-10-12,39,89.0,76
41904,226.21,13,9,1983-01-31,48,83.0,63
41905,2096.88,20,13,1974-08-22,1,115.0,90
41906,180.89,9,12,1977-09-18,36,91.0,88
41907,927.15,16,9,1982-02-15,55,98.0,74
41908,461.97,15,10,1980-09-28,48,86.0,67
41909,734.28,13,12,1979-05-05,18,118.0,86
41910,125.2,8,12,1977-06-11,34,70.0,59
41911,1421.04,17,8,1983-08-17,12,114.0,86
41912,1176.31,14,11,1974-11-22,27,109.0,64
41913,295.34,13,12,1974-07-26,17,102.0,94
41914,385.26,9,15,1983-10-14,17,94.0,74
41915,545.28,12,8,1978-09-08,34,83.0,83
41916,434.97,9,11,1979-09-24,6,106.0,73
41917,411.16,12,9,1982-01-16,47,86.0,71
41918,227.32,13,9,1981-06-28,35,95.0,100
41919,172.23,11,10,1974-06-02,6,111.0,87
41920,412.37,17,16,1978-09-11,48,98.0,95
41921,152.45,10,9,1977-10-02,39,127.0,94
41922,107.58,8,8,1980-11-25,39,99.0,75
41923,134.42,15,13,1980-09-24,33,110.0,83
41924,426.65,13,9,1977-08-24,29,95.0,74
41925,768.47,21,12,1976-02-04,24,98.0,93
41926,399.09,12,16,1981-12-12,51,87.0,83
41927,743.97,14,10,1974-01-25,39,117.0,88
41928,1305.6,16,7,1982-06-12,54,114.0,80
41929,744.8,9,13,1983-07-14,24,135.0,85
41930,567.06,11,10,1975-06-17,47,109.0,78
41931,260.55,15,9,1979-11-25,29,104.0,84
41932,84.33,6,5,1978-04-05,34,104.0,69
41933,649.14,15,8,1980-03-30,41,87.0,75
41934,1240.33,12,17,1979-01-12,36,133.0,83
41935,83.65,9,8,1977-10-05,17,89.0,86
41936,189.97,11,11,1974-02-27,55,71.0,76
41937,342.67,11,12,1976-07-19,16,128.0,79
41938,894.2,14,3,1974-05-08,42,133.0,98
41939,190.69,12,9,1976-12-23,12,111.0,90
41940,506.41,9,5,1974-03-03,49,76.0,79
41941,1465.1,20,13,1983-08-06,25,102.0,102
41942,479.8,18,11,1981-08-08,25,102.0,66
41943,1409.72,19,13,1981-12-07,34,109.0,100
41944,226.13,10,5,1977-10-24,42,72.0,80
41945,469.24,8,6,1982-02-25,54,85.0,69
41946,420.1,11,13,1981-10-14,55,92.0,72
41947,779.29,17,12,1980-10-15,42,115.0,72
41948,790.2,15,9,1980-10-17,48,94.0,86
41949,234.29,8,14,1982-02-14,17,86.0,95
41950,214.57,10,13,1983-01-30,24,70.0,92
41951,240.16,13,6,1982-02-09,26,99.0,67
41952,523.44,14,8,1982-05-10,26,112.0,71
41953,452.49,11,12,1983-09-11,6,126.0,74
41954,1355.59,22,12,1978-12-29,37,106.0,85
41955,462.09,16,11,1977-01-23,29,113.0,85
41956,995.71,14,18,1980-05-20,8,106.0,88
41957,478.34,20,12,1974-05-23,6,105.0,78
41958,244.0,8,15,1978-10-12,26,102.0,75
41959,439.08,10,8,1977-12-22,42,107.0,89
41960,240.04,10,17,1978-04-06,6,96.0,84
41961,141.19,7,11,1981-05-09,25,98.0,73
41962,327.43,11,12,1975-07-28,25,90.0,64
41963,1945.9,23,9,1983-07-29,24,123.0,67
41964,470.67,15,12,1983-12-23,9,128.0,88
41965,101.02,8,12,1981-11-12,23,106.0,87
41966,705.14,19,5,1974-07-23,25,83.0,88
41967,91.75,6,11,1978-12-01,6,113.0,65
41968,299.73,12,9,1975-04-27,18,111.0,66
41969,1045.12,18,9,1975-03-13,33,112.0,75
41970,336.49,9,5,1983-04-23,42,109.0,74
41971,578.32,11,11,1974-12-02,54,78.0,79
41972,236.84,6,13,1979-08-17,41,90.0,93
41973,644.74,13,11,1977-06-29,53,79.0,89
41974,358.46,10,9,1977-01-29,17,85.0,77
41975,275.89,10,9,1975-01-19,24,100.0,94
41976,550.76,9,8,1980-04-24,1,91.0,83
41977,46.67,9,10,1976-09-11,31,101.0,82
41978,1896.56,26,15,1980-12-04,34,89.0,69
41979,139.32,10,9,1980-02-06,17,116.0,78
41980,262.16,10,6,1974-01-18,39,96.0,67
41981,901.22,22,12,1977-12-05,35,92.0,80
41982,209.46,14,4,1976-04-06,4,83.0,97
41983,215.39,9,15,1976-04-11,39,86.0,81
41984,1174.93,21,14,1976-10-15,53,138.0,72
41985,793.87,13,11,1978-07-23,13,61.0,84
41986,733.59,14,6,1981-01-24,36,96.0,74
41987,141.48,6,6,1979-09-30,34,114.0,82
41988,473.31,16,12,1978-01-29,17,127.0,83
41989,181.52,9,13,1975-03-04,32,99.0,67
41990,116.02,10,9,1979-10-27,29,109.0,78
41991,682.02,15,12,1976-12-27,12,100.0,72
41992,455.15,13,7,1978-01-19,34,107.0,80
41993,781.81,18,6,1976-05-09,55,110.0,78
41994,786.36,14,12,1975-04-12,41,119.0,71
41995,296.31,15,12,1976-12-06,18,110.0,75
41996,828.06,14,11,1976-12-03,51,89.0,66
41997,521.82,17,9,1981-02-12,36,77.0,88
41998,629.63,9,12,1979-04-04,6,114.0,70
41999,606.07,7,9,1977-10-10,51,111.0,78
42000,302.38,12,9,1983-10-16,37,72.0,86
42001,370.29,15,15,1975-07-02,42,114.0,87
42002,846.34,17,7,1976-01-28,34,95.0,87
42003,1171.22,14,8,1975-04-04,39,108.0,69
42004,173.53,10,6,1983-05-03,17,113.0,74
42005,271.55,17,8,1982-02-08,12,72.0,82
42006,345.88,12,11,1975-07-25,13,93.0,84
42007,535.74,15,15,1982-05-01,25,70.0,71
42008,1317.54,20,10,1974-04-09,6,112.0,60
42009,1333.79,19,11,1983-08-31,17,88.0,73
42010,975.54,15,10,1978-12-08,39,85.0,87
42011,562.7,13,9,1974-08-02,35,102.0,78
42012,307.17,10,13,1983-01-31,47,106.0,73
42013,407.08,14,10,1978-07-28,6,92.0,83
42014,2122.47,17,15,1979-11-15,26,89.0,88
42015,161.81,12,12,1981-11-25,48,94.0,79
42016,544.99,16,17,1983-03-08,42,81.0,92
42017,264.76,13,6,1976-07-08,36,90.0,73
42018,148.34,10,13,1977-10-19,51,99.0,80
42019,122.81,12,12,1974-09-12,37,104.0,78
42020,1412.1,17,10,1983-07-02,26,120.0,89
42021,92.27,6,8,1981-03-22,42,93.0,88
42022,144.78,10,8,1978-01-31,37,74.0,73
42023,600.71,16,10,1975-09-12,6,100.0,70
42024,1214.7,20,11,1974-12-10,55,116.0,65
42025,570.95,11,4,1981-02-09,26,116.0,85
42026,428.22,12,10,1981-08-26,9,99.0,92
42027,57.58,7,12,1981-07-08,47,107.0,92
42028,174.51,9,13,1980-02-15,12,87.0,70
42029,715.12,11,7,1981-04-05,51,69.0,78
42030,492.61,10,13,1974-06-26,25,112.0,62
42031,394.75,11,7,1982-11-03,17,88.0,82
42032,553.22,15,7,1981-02-13,18,120.0,80
42033,586.33,11,10,1974-02-21,18,101.0,73
42034,204.96,13,10,1983-08-22,29,106.0,77
42035,249.44,9,10,1980-04-29,28,96.0,64
42036,105.77,13,11,1977-02-16,6,67.0,86
42037,109.32,11,7,1974-02-10,47,54.0,86
42038,536.79,14,11,1983-08-05,48,86.0,84
42039,98.88,10,6,1983-11-27,53,97.0,89
42040,407.21,18,7,1980-09-19,38,83.0,67
42041,517.49,11,8,1978-10-05,48,106.0,85
42042,254.06,14,5,1978-08-11,53,77.0,74
42043,642.25,15,19,1981-09-19,48,112.0,94
42044,960.59,14,14,1974-02-04,20,89.0,61
42045,1117.19,17,8,1974-05-28,36,98.0,61
42046,622.71,16,5,1981-12-30,39,106.0,79
42047,143.88,9,8,1983-04-21,25,90.0,64
42048,1178.48,17,6,1975-12-31,18,110.0,87
42049,683.53,13,17,1982-01-04,37,107.0,81
42050,299.52,12,10,1977-08-01,19,111.0,71
42051,2981.24,14,14,1983-09-02,18,134.0,88
42052,658.47,14,8,1979-08-02,54,121.0,88
42053,611.83,18,7,1977-06-04,16,107.0,79
42054,1164.2,14,8,1976-07-29,36,81.0,80
42055,463.55,14,9,1976-04-16,9,97.0,74
42056,799.15,9,9,1983-07-30,25,122.0,66
42057,417.8,13,9,1976-07-03,19,88.0,89
42058,188.26,17,12,1981-07-19,8,77.0,73
42059,351.29,11,10,1979-09-10,54,99.0,84
42060,973.28,13,12,1978-04-05,47,88.0,68
42061,448.61,12,9,1980-10-05,6,121.0,86
42062,257.61,5,8,1982-09-03,56,115.0,82
42063,208.94,12,16,1983-02-07,37,94.0,82
42064,222.9,15,8,1981-05-12,39,101.0,65
42065,1130.32,15,9,1982-04-21,48,74.0,76
42066,455.86,15,16,1982-12-04,37,86.0,87
42067,123.9,8,11,1979-09-22,47,85.0,81
42068,158.39,10,11,1980-08-31,39,90.0,82
42069,230.21,8,8,1978-07-02,29,89.0,102
42070,1853.6,15,11,1977-04-04,42,99.0,66
42071,87.33,11,10,1974-08-13,36,86.0,71
42072,200.82,9,7,1981-10-20,42,104.0,72
42073,267.49,11,10,1980-07-28,17,99.0,86
42074,471.25,12,16,1980-12-08,24,77.0,94
42075,1825.99,19,9,1976-11-25,51,97.0,82
42076,422.92,15,10,1977-09-21,6,107.0,88
42077,877.22,11,12,1982-02-18,6,127.0,89
42078,217.25,14,9,1974-02-05,42,111.0,82
42079,592.09,13,10,1976-02-25,42,93.0,79
42080,651.87,10,7,1982-02-24,26,101.0,87
42081,575.15,8,6,1977-10-02,1,111.0,82
42082,180.37,10,15,1982-09-10,42,89.0,78
42083,220.44,8,10,1975-07-23,37,117.0,70
42084,1334.0,14,11,1983-08-11,19,108.0,83
42085,1607.67,17,15,1975-04-21,39,112.0,76
42086,275.38,13,10,1981-10-07,48,116.0,80
42087,207.66,8,9,1982-04-28,48,116.0,87
42088,750.86,14,10,1976-03-02,36,96.0,82
42089,1005.12,18,10,1980-01-12,18,114.0,80
42090,1942.36,23,9,1976-08-19,53,110.0,83
42091,285.54,9,8,1980-06-25,29,92.0,91
42092,433.42,7,10,1978-01-20,22,102.0,76
42093,828.3,18,8,1981-11-22,18,107.0,87
42094,141.6,9,13,1974-07-24,37,85.0,87
42095,774.45,16,3,1983-05-06,45,84.0,89
42096,144.7,11,10,1981-07-09,6,72.0,90
42097,1198.16,18,9,1976-09-08,17,101.0,78
42098,1170.17,17,11,1982-11-15,18,101.0,69
42099,535.93,14,10,1977-04-13,8,87.0,67
42100,493.94,10,6,1982-04-09,45,90.0,75
42101,1655.61,17,16,1975-07-28,9,128.0,59
42102,1416.2,12,10,1977-04-23,1,106.0,88
42103,306.81,13,10,1981-10-27,45,95.0,75
42104,363.43,10,7,1981-09-18,37,126.0,80
42105,1728.64,19,6,1982-05-31,49,102.0,81
42106,984.64,16,9,1981-05-25,9,120.0,94
42107,728.34,14,8,1983-12-24,26,131.0,91
42108,105.49,8,11,1982-09-10,17,65.0,87
42109,208.55,7,12,1975-06-13,34,95.0,80
42110,1264.49,19,10,1983-05-27,6,91.0,68
42111,75.2,11,11,1983-07-28,45,84.0,80
42112,724.4,9,8,1975-05-13,55,131.0,94
42113,939.1,20,12,1980-06-29,22,73.0,88
42114,42.77,9,5,1978-08-28,11,89.0,76
42115,626.53,15,8,1981-07-30,27,99.0,80
42116,734.91,18,16,1976-01-10,48,108.0,68
42117,273.0,7,8,1980-12-14,17,122.0,88
42118,417.87,8,8,1983-09-25,26,114.0,70
42119,112.94,12,8,1982-03-09,41,92.0,82
42120,271.42,12,7,1976-10-23,50,100.0,78
42121,583.19,13,16,1975-04-30,44,84.0,75
42122,373.35,14,12,1982-09-30,51,93.0,76
42123,511.54,13,11,1981-02-08,18,108.0,91
42124,646.65,21,12,1980-02-13,17,93.0,80
42125,500.77,10,12,1975-01-19,25,110.0,87
42126,757.43,18,10,1983-09-25,34,97.0,77
42127,659.41,15,12,1982-09-04,6,98.0,83
42128,649.78,11,6,1983-06-10,42,102.0,66
42129,558.16,14,7,1975-11-11,27,122.0,74
42130,540.47,8,12,1978-08-16,55,121.0,78
42131,304.4,11,13,1981-09-05,39,96.0,80
42132,1814.47,17,12,1975-03-21,29,119.0,68
42133,798.28,15,7,1976-04-19,16,77.0,84
42134,369.34,11,8,1978-07-15,51,110.0,74
42135,465.07,16,16,1979-05-25,53,82.0,68
42136,454.13,10,8,1982-07-09,13,99.0,67
42137,677.85,14,9,1974-02-07,36,130.0,84
42138,279.2,14,8,1983-05-18,42,98.0,77
42139,765.84,16,8,1980-02-25,48,105.0,75
42140,290.27,15,9,1977-04-11,13,116.0,92
42141,7023.11,19,11,1978-06-18,53,118.0,75
42142,336.53,14,12,1982-07-03,45,104.0,94
42143,218.57,14,11,1976-10-06,54,87.0,90
42144,251.3,10,9,1978-11-13,6,92.0,74
42145,627.64,15,12,1975-08-04,45,102.0,78
42146,220.78,14,10,1982-06-22,19,70.0,72
42147,2097.15,17,14,1978-10-02,6,114.0,85
42148,812.55,18,12,1981-03-30,51,81.0,86
42149,1025.2,13,8,1974-09-12,55,91.0,75
42150,502.8,14,9,1983-11-08,23,88.0,91
42151,239.46,6,7,1978-09-18,37,70.0,70
42152,460.19,10,16,1974-02-20,56,126.0,76
42153,565.8,16,7,1980-02-12,13,105.0,78
42154,1155.5,18,5,1974-08-27,40,96.0,79
42155,912.02,14,9,1979-02-02,11,97.0,90
42156,303.57,16,10,1979-04-16,25,100.0,81
42157,272.01,9,5,1979-02-06,39,116.0,88
42158,163.52,11,11,1982-06-02,37,114.0,76
42159,363.67,15,16,1982-04-23,23,90.0,94
42160,584.3,6,8,1974-05-02,47,104.0,90
42161,843.54,14,9,1977-04-25,28,95.0,90
42162,871.83,14,11,1974-06-23,6,94.0,84
42163,290.68,10,13,1978-09-01,25,97.0,88
42164,869.87,8,9,1976-01-30,53,100.0,87
42165,369.91,12,19,1979-01-20,13,97.0,91
42166,596.34,10,8,1974-04-17,40,77.0,81
42167,637.38,9,5,1976-10-21,39,104.0,88
42168,1007.42,17,9,1982-06-02,6,93.0,79
42169,115.87,11,13,1976-02-03,34,110.0,78
42170,627.45,17,10,1975-03-18,24,103.0,75
42171,738.15,17,10,1977-09-12,17,77.0,86
42172,377.24,14,14,1974-04-07,18,65.0,67
42173,1115.06,16,12,1979-07-22,42,109.0,78
42174,363.35,13,6,1980-08-01,55,112.0,76
42175,346.87,15,6,1980-08-23,44,73.0,91
42176,3310.05,17,9,1982-04-17,27,114.0,89
42177,173.95,12,16,1979-12-23,13,80.0,74
42178,741.11,13,11,1981-06-21,17,92.0,64
42179,397.33,13,9,1975-09-08,12,122.0,77
42180,454.08,14,12,1980-08-19,37,130.0,86
42181,229.75,7,8,1976-06-02,37,84.0,80
42182,304.48,10,11,1976-12-04,1,85.0,103
42183,472.13,12,11,1979-10-14,48,135.0,90
42184,2173.23,18,9,1983-01-17,39,132.0,78
42185,447.36,18,7,1976-03-03,6,97.0,74
42186,301.09,12,15,1983-12-24,35,108.0,100
42187,110.07,10,8,1976-06-08,12,92.0,89
42188,221.46,8,12,1979-11-23,42,75.0,73
42189,716.14,10,9,1976-12-17,6,106.0,75
42190,3489.36,22,9,1982-11-24,1,101.0,86
42191,6301.71,22,8,1983-04-29,48,105.0,86
42192,814.4,15,11,1982-12-27,13,106.0,76
42193,693.36,15,9,1981-05-13,27,97.0,83
42194,278.8,14,5,1982-08-28,41,111.0,96
42195,455.11,10,8,1977-05-24,37,94.0,81
42196,614.93,12,7,1976-08-06,48,90.0,80
42197,384.46,8,9,1981-07-01,45,131.0,86
42198,80.62,13,6,1977-03-20,6,87.0,78
42199,482.15,14,6,1982-10-15,34,61.0,84
42200,671.14,11,12,1977-12-09,36,95.0,74
42201,111.98,8,12,1975-05-04,36,86.0,76
42202,4050.86,16,9,1980-01-18,6,100.0,63
42203,831.43,13,8,1980-11-27,36,120.0,84
42204,425.7,17,10,1978-10-12,40,95.0,86
42205,264.11,16,11,1981-05-03,39,100.0,86
42206,361.31,10,12,1983-09-23,34,87.0,89
42207,1267.38,16,6,1983-02-15,24,107.0,77
42208,325.71,10,12,1980-03-12,26,72.0,73
42209,566.31,14,10,1975-06-12,8,102.0,79
42210,170.89,13,10,1975-02-18,48,74.0,73
42211,309.94,11,19,1982-11-27,9,112.0,72
42212,3317.35,19,11,1975-09-07,55,116.0,80
42213,322.15,11,12,1978-05-11,4,91.0,74
42214,419.28,13,11,1975-05-23,47,62.0,78
42215,165.8,9,12,1975-10-20,17,96.0,75
42216,423.17,15,7,1978-01-07,1,104.0,79
42217,407.44,11,10,1979-09-04,46,80.0,80
42218,1371.53,18,11,1974-01-19,17,85.0,94
42219,2846.97,22,7,1976-02-19,34,127.0,73
42220,1775.8,12,7,1982-02-20,39,102.0,84
42221,1102.42,14,7,1976-02-23,19,112.0,67
42222,1641.86,20,8,1981-07-28,9,107.0,84
42223,596.16,18,14,1983-11-27,29,84.0,79
42224,979.79,18,6,1982-03-07,26,90.0,73
42225,776.17,14,9,1974-07-29,44,104.0,80
42226,162.48,10,7,1976-01-26,4,112.0,78
42227,125.47,4,8,1976-02-23,39,114.0,66
42228,968.86,17,11,1982-08-20,25,120.0,61
42229,602.99,15,9,1978-04-06,18,101.0,75
42230,236.34,15,10,1974-06-24,6,87.0,73
42231,194.84,9,6,1974-09-02,53,102.0,80
42232,554.64,10,4,1977-12-18,48,78.0,76
42233,2260.52,21,12,1983-06-01,24,107.0,98
42234,1128.6,8,13,1978-06-08,13,113.0,73
42235,955.44,10,9,1974-06-22,26,103.0,90
42236,498.95,14,5,1982-01-17,6,77.0,75
42237,162.51,15,9,1982-02-28,33,103.0,82
42238,293.05,8,7,1975-11-11,21,84.0,76
42239,100.87,4,8,1981-12-20,22,95.0,62
42240,836.89,16,11,1976-01-03,24,112.0,78
42241,285.52,11,6,1975-04-10,6,93.0,78
42242,156.7,10,8,1974-02-22,48,86.0,91
42243,275.92,15,23,1981-10-24,44,94.0,67
42244,436.8,13,6,1980-08-14,26,96.0,75
42245,305.16,8,13,1980-04-06,26,111.0,65
42246,158.93,9,6,1982-02-19,26,80.0,69
42247,579.82,13,11,1974-11-17,39,80.0,75
42248,281.28,11,5,1974-02-03,33,75.0,83
42249,224.57,12,12,1978-04-07,55,110.0,65
42250,114.64,9,5,1980-09-09,24,116.0,87
42251,1152.64,15,16,1980-12-01,36,81.0,85
42252,910.37,14,9,1980-12-01,6,111.0,79
42253,418.63,13,12,1979-02-22,12,105.0,74
42254,963.83,17,14,1974-01-08,42,86.0,75
42255,1225.5,11,16,1979-04-04,47,102.0,73
42256,537.09,16,11,1980-07-27,32,83.0,78
42257,86.78,10,14,1982-01-18,22,86.0,94
42258,672.13,13,10,1982-08-14,49,83.0,83
42259,8128.27,27,12,1981-01-28,48,105.0,71
42260,68.85,8,7,1978-05-08,21,74.0,64
42261,477.2,14,6,1983-01-24,19,68.0,65
42262,714.12,15,9,1983-09-18,6,120.0,82
42263,2832.74,21,8,1978-01-25,41,87.0,82
42264,1719.22,15,13,1980-04-23,55,111.0,96
42265,601.01,12,4,1977-09-20,6,94.0,80
42266,165.25,9,6,1978-05-10,34,100.0,91
42267,922.51,13,12,1981-09-22,6,129.0,82
42268,207.65,10,14,1974-01-28,53,80.0,91
42269,387.8,7,8,1979-12-15,23,115.0,81
42270,459.42,17,11,1974-04-01,48,79.0,76
42271,134.08,11,10,1981-11-10,39,95.0,76
42272,488.97,17,11,1982-11-04,8,104.0,76
42273,995.74,12,11,1981-01-04,8,105.0,80
42274,417.56,12,9,1982-06-12,27,90.0,78
42275,421.57,14,13,1982-06-28,51,117.0,65
42276,571.98,14,12,1983-03-08,6,98.0,64
42277,208.27,10,9,1978-11-14,19,111.0,89
42278,1441.61,15,9,1974-06-23,17,112.0,84
42279,225.11,5,5,1976-12-30,39,96.0,68
42280,218.9,12,6,1978-10-26,12,102.0,89
42281,1263.61,21,18,1983-09-17,42,117.0,83
42282,2789.76,20,7,1980-02-11,8,109.0,86
42283,1215.32,12,6,1975-05-21,4,118.0,75
42284,657.18,16,10,1981-02-21,36,103.0,87
42285,342.61,10,8,1983-08-03,27,93.0,81
42286,667.11,15,13,1978-09-18,30,104.0,82
42287,1076.99,16,5,1977-08-30,17,104.0,84
42288,970.33,18,17,1974-10-06,36,84.0,73
42289,298.53,12,10,1977-10-10,51,89.0,82
42290,2111.94,15,9,1976-06-23,55,121.0,76
42291,2902.49,20,12,1982-07-03,25,119.0,67
42292,149.07,14,12,1982-08-24,13,84.0,79
42293,776.75,13,15,1982-08-04,6,116.0,75
42294,230.43,7,9,1979-12-04,26,119.0,92
42295,434.01,19,18,1976-06-04,20,84.0,81
42296,259.77,9,11,1980-01-03,1,114.0,76
42297,297.49,12,12,1978-06-05,39,83.0,76
42298,753.78,13,8,1977-01-08,24,93.0,82
42299,117.85,8,13,1982-09-01,12,93.0,59
42300,240.57,14,9,1975-02-06,48,101.0,70
42301,1615.89,18,13,1980-10-05,6,115.0,89
42302,108.01,10,10,1979-12-19,53,77.0,84
42303,355.56,13,11,1974-02-02,55,121.0,67
42304,323.56,20,9,1975-07-02,48,114.0,79
42305,204.18,10,10,1974-02-22,17,101.0,85
42306,465.81,11,16,1981-08-22,36,106.0,73
42307,1137.03,13,10,1980-04-04,22,89.0,84
42308,429.17,11,11,1978-02-02,6,81.0,82
42309,51.3,10,6,1978-08-25,12,69.0,82
42310,579.74,22,12,1982-10-21,6,106.0,94
42311,427.96,12,10,1975-04-06,40,95.0,68
42312,516.11,13,10,1975-04-21,6,90.0,94
42313,220.78,14,9,1983-03-19,12,114.0,95
42314,1076.28,15,8,1975-07-25,53,90.0,77
42315,2896.63,21,6,1978-04-29,12,114.0,85
42316,245.28,8,13,1977-05-16,21,90.0,79
42317,2483.08,17,14,1976-09-01,6,137.0,85
42318,782.76,17,11,1975-03-25,36,123.0,82
42319,394.53,15,11,1978-02-21,12,118.0,74
42320,383.5,13,12,1975-06-23,41,100.0,72
42321,290.28,9,8,1977-08-13,39,75.0,55
42322,1353.14,19,12,1978-09-02,34,130.0,80
42323,520.73,15,20,1983-02-14,24,75.0,76
42324,385.52,16,10,1978-09-11,12,111.0,81
42325,237.55,7,10,1982-09-10,21,111.0,81
42326,431.91,13,12,1982-05-21,17,126.0,81
42327,1285.05,14,15,1983-07-31,39,121.0,86
42328,622.77,11,8,1982-01-16,36,90.0,87
42329,2945.3,22,5,1979-04-18,6,101.0,98
42330,577.16,14,9,1974-04-15,6,92.0,85
42331,186.09,12,6,1976-08-27,42,98.0,77
42332,415.94,12,7,1981-09-26,1,95.0,81
42333,529.21,11,9,1979-07-22,42,98.0,72
42334,178.0,10,12,1983-12-01,36,104.0,70
42335,183.42,9,13,1981-09-20,37,113.0,64
42336,628.52,13,6,1979-09-30,9,94.0,84
42337,739.66,14,21,1978-12-21,51,112.0,81
42338,539.65,16,14,1978-02-25,51,102.0,87
42339,592.3,10,10,1982-01-30,50,102.0,76
42340,1735.94,20,14,1979-12-08,31,108.0,85
42341,263.23,18,8,1982-07-31,11,105.0,76
42342,903.25,18,9,1977-11-28,8,108.0,79
42343,251.14,9,16,1976-10-14,44,105.0,80
42344,240.78,10,12,1974-03-26,6,89.0,76
42345,328.35,15,8,1978-08-01,44,78.0,77
42346,437.07,15,8,1976-04-13,18,107.0,83
42347,213.3,12,6,1981-10-01,48,70.0,86
42348,144.59,6,7,1975-09-29,47,99.0,88
42349,466.74,13,15,1980-11-01,25,122.0,66
42350,303.24,14,6,1981-03-18,48,104.0,94
42351,333.33,12,6,1981-07-13,26,72.0,75
42352,202.42,11,14,1974-02-12,39,107.0,82
42353,890.9,14,6,1975-07-24,6,109.0,72
42354,369.18,13,7,1978-09-30,9,81.0,93
42355,352.43,13,5,1976-03-20,48,103.0,83
42356,783.25,17,10,1980-11-06,25,83.0,89
42357,1506.98,19,5,1983-09-13,20,118.0,72
42358,363.26,15,14,1978-02-20,24,88.0,87
42359,3213.99,15,13,1981-02-05,55,97.0,85
42360,353.6,11,11,1974-01-28,17,73.0,82
42361,117.25,7,11,1981-07-08,18,80.0,88
42362,836.12,14,12,1978-07-27,36,77.0,78
42363,468.07,14,7,1976-04-16,4,75.0,78
42364,571.63,16,3,1977-09-22,40,92.0,78
42365,420.36,14,6,1979-03-01,39,85.0,79
42366,707.59,18,8,1977-02-21,51,110.0,71
42367,1006.94,24,6,1980-08-10,25,87.0,71
42368,1728.75,16,7,1974-08-06,39,128.0,70
42369,3268.48,13,11,1977-06-02,48,89.0,89
42370,449.25,13,12,1979-05-17,55,103.0,62
42371,382.57,8,9,1975-08-22,34,108.0,98
42372,424.94,16,8,1978-05-15,29,91.0,71
42373,373.92,11,7,1976-12-09,26,101.0,84
42374,3146.46,19,13,1982-08-11,36,106.0,84
42375,430.49,15,10,1981-01-08,18,109.0,91
42376,240.68,11,5,1976-10-27,37,118.0,85
42377,445.64,14,4,1980-03-11,18,142.0,64
42378,201.44,11,10,1975-06-06,17,76.0,86
42379,826.95,16,9,1982-12-17,34,85.0,79
42380,384.61,17,11,1974-04-08,6,108.0,73
42381,248.8,16,4,1980-10-25,40,114.0,86
42382,492.44,10,7,1981-02-02,17,90.0,71
42383,359.16,15,5,1974-01-28,46,111.0,70
42384,365.0,13,17,1978-10-22,33,86.0,82
42385,167.38,10,11,1980-10-19,37,77.0,75
42386,511.48,13,5,1979-04-25,24,116.0,88
42387,459.59,17,11,1978-12-24,26,119.0,77
42388,447.26,14,12,1983-11-28,6,93.0,86
42389,941.64,13,14,1981-11-22,51,103.0,85
42390,1116.68,10,12,1979-10-23,27,135.0,73
